Country,Title,Type,Category,Frequency,Owner (group),Publisher,Ad Sales,Location / Note,Circulation,Country,Vertical,Audience,B2B/B2C,Reach,Format,Native fit,Tags,URL,URL_status
DK,Århus Stiftstidende,Dagblad,Regional,Dagligt,Jysk Fynske Medier,JFM,Jysk Fynske Medier Annonce,"Aarhus, fra 1794",,DK,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,,https://stiften.dk,LIKELY_OK
DK,Vejle Amts Folkeblad,Dagblad,Regional,Dagligt,Jysk Fynske Medier,JFM,Jysk Fynske Medier Annonce,Vejle,,DK,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,,https://vafo.dk,LIKELY_OK
DK,Horsens Folkeblad,Dagblad,Regional,Dagligt,Jysk Fynske Medier,JFM,Jysk Fynske Medier Annonce,Horsens,,DK,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,,https://hsfo.dk,LIKELY_OK
DK,Fredericia Dagblad,Dagblad,Lokal,Dagligt,Jysk Fynske Medier,JFM,Jysk Fynske Medier Annonce,Fredericia,,DK,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://fredericiadagblad.dk,LIKELY_OK
DK,Randers Amtsavis,Dagblad,Regional,Dagligt,Jysk Fynske Medier,JFM,Jysk Fynske Medier Annonce,Randers,,DK,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,,https://amtsavisen.dk,VERIFIED
DK,Viborg Stifts Folkeblad,Dagblad,Regional,Dagligt,Jysk Fynske Medier,JFM,Jysk Fynske Medier Annonce,Viborg,,DK,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,,https://viborg-folkeblad.dk,LIKELY_OK
DK,Folkebladet Lemvig,Dagblad,Lokal,Dagligt,Jysk Fynske Medier,JFM,Jysk Fynske Medier Annonce,Lemvig,,DK,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://folkebladetlemvig.dk,VERIFIED
DK,Dagbladet Holstebro,Dagblad,Lokal,Dagligt,Jysk Fynske Medier,JFM,Jysk Fynske Medier Annonce,Holstebro,,DK,News (Local),Mass market consumer,B2C,Local,Print + Digital,Medium,,https://dagbladet-holstebro-struer.dk,VERIFIED
DK,Dagbladet Struer,Dagblad,Lokal,Dagligt,Jysk Fynske Medier,JFM,Jysk Fynske Medier Annonce,Struer,,DK,News (Local),Mass market consumer,B2C,Local,Print + Digital,Medium,,https://dagbladet-holstebro-struer.dk,VERIFIED
DK,Dagbladet Ringkøbing-Skjern,Dagblad,Lokal,Dagligt,Jysk Fynske Medier,JFM,Jysk Fynske Medier Annonce,Ringkøbing,,DK,News (Local),Mass market consumer,B2C,Local,Print + Digital,Medium,,https://www.dbrs.dk,VERIFIED
DK,Helsingør Dagblad,Dagblad,Lokal,Dagligt,Jysk Fynske Medier,JFM,Jysk Fynske Medier Annonce,Helsingør,,DK,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://sn.dk,VERIFIED
DK,Frederiksborg Amts Avis,Dagblad,Regional,Dagligt,Jysk Fynske Medier,JFM,Jysk Fynske Medier Annonce,Nordsjælland,,DK,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,,https://sn.dk,VERIFIED
DK,Sjællandske,Dagblad,Regional,Dagligt,Sjællandske Medier,Sjællandske Medier,Sjællandske Medier Annonce,Slagelse/Vestsjælland,,DK,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,,https://sn.dk,VERIFIED
DK,Dagbladet (Sjælland),Dagblad,Regional,Dagligt,Sjællandske Medier,Sjællandske Medier,Sjællandske Medier Annonce,Holbæk/Roskilde,,DK,News (Regional),Mass market consumer,B2C,Regional,Print + Digital,Medium,,https://sn.dk/dagbladet,VERIFIED
DK,Nordvestnyt,Dagblad,Regional,Dagligt,Sjællandske Medier,Sjællandske Medier,Sjællandske Medier Annonce,Kalundborg/Holbæk,,DK,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,,https://sn.dk,VERIFIED
DK,Lolland-Falsters Folketidende,Dagblad,Regional,Dagligt,Sjællandske Medier,Sjællandske Medier,Sjællandske Medier Annonce,Nykøbing F,,DK,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,,https://sn.dk,VERIFIED
DK,Nordjyske Stiftstidende,Dagblad,Regional,Dagligt,Nordjyske Medier,Nordjyske Medier,Nordjyske Medier Annonce,Aalborg,,DK,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,,https://nordjyske.dk,VERIFIED
DK,Vendsyssel Tidende,Dagblad,Regional,Dagligt,Nordjyske Medier,Nordjyske Medier,Nordjyske Medier Annonce,Hjørring,,DK,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,,https://nordjyske.dk,VERIFIED
DK,Bornholms Tidende,Dagblad,Regional,Dagligt,Bornholms Tidende AS,BT,Direkte hos udgiver,Rønne,,DK,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,,https://tidende.dk,VERIFIED
DK,Skive Folkeblad,Dagblad,Regional,Dagligt,Berlingske Local Media,Skive Folkeblad,Direkte hos udgiver,Skive,,DK,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,,https://skivefolkeblad.dk,VERIFIED
DK,Herning Folkeblad,Dagblad,Regional,Dagligt,Den Midtjyske Avis,Herning Folkeblad,Direkte hos udgiver,Herning,,DK,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,,https://herningfolkeblad.dk,VERIFIED
DK,Ringkøbing-Skjern Dagblad,Dagblad,Lokal,Dagligt,Selvstændig,RSD,Direkte hos udgiver,,,DK,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://dagbladetringskjern.dk,VERIFIED
DK,KøgeAvisen,Gratisavis,Lokal,Ugentligt,Selvstændig,KøgeAvisen,Direkte hos udgiver,Køge,,DK,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,free-distribution,https://www.sn.dk/koege-avis,UNVERIFIED
DK,Lokalavisen Taastrup,Gratisavis,Lokal,Ugentligt,Sjællandske Medier,Sjællandske Medier,Sjællandske Medier Annonce,Taastrup,,DK,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,free-distribution,https://lokalavisen.dk,VERIFIED
DK,Det ny Odsherred,Gratisavis,Lokal,Ugentligt,Sjællandske Medier,Sjællandske Medier,Sjællandske Medier Annonce,Odsherred,,DK,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,free-distribution,https://sn.dk,VERIFIED
DK,Vestegnen,Gratisavis,Lokal,Ugentligt,Sjællandske Medier,Sjællandske Medier,Sjællandske Medier Annonce,Hovedstadens vestegn,,DK,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,free-distribution,https://lokalavisen.dk,VERIFIED
DK,Sermitsiaq,Avis,Regional,Ugentligt,Sermitsiaq.AG,SermitsiaqAG,Direkte hos udgiver,Grønland,,DK,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,,https://sermitsiaq.ag,VERIFIED
DK,Atuagagdliutit (AG),Avis,Regional,Ugentligt,Sermitsiaq.AG,SermitsiaqAG,Direkte hos udgiver,"Grønland, grønlandsk/dansk",,DK,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,,https://sermitsiaq.ag,VERIFIED
DK,Udfordringen,Ugeavis,Religion,Ugentligt,Udfordringen,Udfordringen,Direkte hos udgiver,Kristen ugeavis,,DK,Religion,Religious (Christian),B2B,National,Print + Digital,Medium,,https://udfordringen.dk,VERIFIED
DK,Magasinet KMD,Magasin,Religion,Periodisk,Selvstændig,KMD,Direkte hos udgiver,,,DK,Religion,Religious (Christian),B2B,National,Print + Digital,Medium,,https://www.kmd.dk,VERIFIED
DK,Israel-Information,Magasin,Religion/politik,Periodisk,Selvstændig,Israel-Information,Direkte hos udgiver,,,DK,Politics & Current Affairs,General consumer,B2C,National,Print + Digital,High,,https://www.israel-online.dk,UNVERIFIED
DK,MediaWatch,Webavis,Medier,Digital,JP/Politikens Hus,Watch Medier,JP/Politikens Hus Annonce,Mediefaglig,,DK,B2B – Marketing & Media,Marketing & media pros,B2B,National,Digital,High,digital-only,https://mediawatch.dk,LIKELY_OK
DK,FinansWatch,Webavis,Finans,Digital,JP/Politikens Hus,Watch Medier,JP/Politikens Hus Annonce,,,DK,B2B – Finance & Insurance,Financial services pros,B2B,National,Digital,High,digital-only,https://finanswatch.dk,LIKELY_OK
DK,EnergyWatch,Webavis,Energi,Digital,JP/Politikens Hus,Watch Medier,JP/Politikens Hus Annonce,,,DK,B2B – Energy & Utilities,Energy industry pros,B2B,National,Digital,High,digital-only,https://energiwatch.dk,LIKELY_OK
DK,MaritimeWatch,Webavis,Maritim,Digital,JP/Politikens Hus,Watch Medier,JP/Politikens Hus Annonce,,,DK,B2B – Maritime,Maritime industry pros,B2B,National,Digital,High,digital-only,https://shippingwatch.dk,LIKELY_OK
DK,AgriWatch,Webavis,Landbrug,Digital,JP/Politikens Hus,Watch Medier,JP/Politikens Hus Annonce,,,DK,B2B – Agriculture,Farmers,B2B,National,Digital,High,digital-only,https://agriwatch.dk,LIKELY_OK
DK,FoodSupply,Webavis,Fødevarer,Digital,JP/Politikens Hus,Watch Medier,JP/Politikens Hus Annonce,,,DK,News (General),General consumer,B2C,National,Digital,High,digital-only,https://foodsupply.com,UNVERIFIED
DK,Travel Watch,Webavis,Rejse,Digital,JP/Politikens Hus,Watch Medier,JP/Politikens Hus Annonce,,,DK,B2B – Travel Trade,Travel trade pros,B2B,National,Digital,High,digital-only,https://travelwatch.dk,VERIFIED
DK,ITWatch,Webavis,IT,Digital,JP/Politikens Hus,Watch Medier,JP/Politikens Hus Annonce,,,DK,B2B – IT & Tech,IT professionals,B2B,National,Digital,High,digital-only,https://itwatch.dk,VERIFIED
DK,HealthcareWatch,Webavis,Sundhed,Digital,JP/Politikens Hus,Watch Medier,JP/Politikens Hus Annonce,,,DK,B2B – Healthcare,Healthcare professionals,B2B,National,Digital,High,digital-only,https://medwatch.dk,UNVERIFIED
DK,EduWatch,Webavis,Uddannelse,Digital,JP/Politikens Hus,Watch Medier,JP/Politikens Hus Annonce,,,DK,B2B – Education,Teachers & educators,B2B,National,Digital,High,digital-only,https://edutech.dk,UNVERIFIED
DK,BygTek,Webavis,Bygge,Digital,JP/Politikens Hus,Watch Medier,JP/Politikens Hus Annonce,,,DK,News (General),General consumer,B2C,National,Digital,High,digital-only,https://bygtek.dk,LIKELY_OK
DK,Ejendomswatch,Webavis,Ejendom,Digital,JP/Politikens Hus,Watch Medier,JP/Politikens Hus Annonce,,,DK,B2B – Construction & Property,Construction & property pros,B2B,National,Digital,High,digital-only,https://ejendomswatch.dk,LIKELY_OK
DK,Detailwatch,Webavis,Detailhandel,Digital,JP/Politikens Hus,Watch Medier,JP/Politikens Hus Annonce,,,DK,B2B – Retail,Retail pros,B2B,National,Digital,High,digital-only,https://detailwatch.dk,LIKELY_OK
DK,PolicyWatch,Webavis,Politik,Digital,JP/Politikens Hus,Watch Medier,JP/Politikens Hus Annonce,,,DK,B2B – Public Sector,Public sector workers,B2B,National,Digital,High,digital-only,https://policywatch.dk,LIKELY_OK
DK,CleantechWatch,Webavis,Cleantech,Digital,JP/Politikens Hus,Watch Medier,JP/Politikens Hus Annonce,,,DK,B2B – Energy & Utilities,Cleantech industry pros,B2B,National,Digital,High,digital-only,https://cleantechwatch.dk,LIKELY_OK
DK,AutoBranchen,Webavis,Bil/branche,Digital,Selvstændig,AB,Direkte hos udgiver,,,DK,Auto & Motor,Car enthusiasts,B2C,National,Digital,High,digital-only,https://www.autobranchen.dk,VERIFIED
DK,ShippingWatch,Webavis,Shipping,Digital,JP/Politikens Hus,Watch Medier,JP/Politikens Hus Annonce,,,DK,B2B – Maritime,Shipping industry pros,B2B,National,Digital,High,digital-only,https://shippingwatch.dk,LIKELY_OK
DK,KapWatch,Webavis,Kapital,Digital,JP/Politikens Hus,Watch Medier,JP/Politikens Hus Annonce,Investering,,DK,B2B – Finance & Insurance,Capital markets pros,B2B,National,Digital,High,digital-only,https://finanswatch.dk,LIKELY_OK
DK,Frederiksborg Amts Avis (lokal),Lokalavis,Lokal,2x/uge,Jysk Fynske Medier,JFM,Jysk Fynske Medier Annonce,Hillerød,,DK,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://sn.dk/frederiksborg-amts-avis,VERIFIED
DK,Lemvig Folkeblad,Lokalavis,Lokal,2x/uge,Jysk Fynske Medier,JFM,Jysk Fynske Medier Annonce,Lemvig,,DK,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://folkebladetlemvig.dk,VERIFIED
DK,Thisted Dagblad,Lokalavis,Lokal,Dagligt,Selvstændig,TD,Direkte hos udgiver,Thisted,,DK,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://nordjyske.dk,VERIFIED
DK,Morsø Folkeblad,Lokalavis,Lokal,Dagligt,Selvstændig,MF,Direkte hos udgiver,Mors,,DK,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://www.morso.dk,UNVERIFIED
DK,Stiften,Lokalavis,Lokal,Dagligt,Jysk Fynske Medier,JFM,Jysk Fynske Medier Annonce,Aarhus tabloid,,DK,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,tabloid,https://www.stiften.dk,LIKELY_OK
DK,Se og Hør,Magasin,Sladder/kjendis,Ugentligt,Aller Media (DK),Aller Media,Aller Media DK Annonce,"Originalen, fra 1938",200000,DK,Celebrity & Gossip,General consumer,B2C,National,Print + Digital,Medium,"circulation-reported, high-circulation",https://www.seoghoer.dk,VERIFIED
DK,Billed-Bladet,Magasin,Royale/kjendis,Ugentligt,Aller Media (DK),Aller Media,Aller Media DK Annonce,"Fokus på kongehus, fra 1938",180000,DK,Celebrity & Gossip,General consumer,B2C,National,Print + Digital,Medium,"circulation-reported, high-circulation",https://www.billedbladet.dk,VERIFIED
DK,Familie Journal,Magasin,Familie,Ugentligt,Aller Media (DK),Aller Media,Aller Media DK Annonce,"Klassisk familieblad, fra 1877",250000,DK,Family & Parenting,Parents of young children,B2C,National,Print + Digital,Medium,"circulation-reported, high-circulation",https://www.familiejournal.dk,VERIFIED
DK,Allers DK,Magasin,Familie/livsstil,Ugentligt,Aller Media (DK),Aller Media,Aller Media DK Annonce,"Den originale Allers, fra 1873",200000,DK,Celebrity & Gossip,Celebrity & royal followers,B2C,National,Print + Digital,Medium,"circulation-reported, high-circulation",https://www.aller.dk,LIKELY_OK
DK,Femina (DK),Magasin,Kvinde/livsstil,Ugentligt,Aller Media (DK),Aller Media,Aller Media DK Annonce,Original Femina,60000,DK,Women's Lifestyle,Women 25-54,B2C,National,Print + Digital,High,circulation-reported,https://www.femina.dk,VERIFIED
DK,Hjemmet (DK),Magasin,Familie,Ugentligt,Aller Media (DK),Aller Media,Aller Media DK Annonce,Klassisk ugeblad,130000,DK,Family & Parenting,Families with children,B2C,National,Print + Digital,Medium,"circulation-reported, high-circulation",https://www.hjemmet.dk,VERIFIED
DK,Ude og Hjemme,Magasin,Familie/kjendis,Ugentligt,Aller Media (DK),Aller Media,Aller Media DK Annonce,,90000,DK,Family & Parenting,Families with children,B2C,National,Print + Digital,Medium,circulation-reported,https://www.udeoghjemme.dk,VERIFIED
DK,ELLE Denmark,Magasin,Mode,Månedligt,Aller Media (DK),Aller Media,Aller Media DK Annonce,,,DK,Fashion,Fashion-engaged women 18-49,B2C,National,Print + Digital,Medium,,https://www.elle.dk,VERIFIED
DK,Costume DK,Magasin,Mode,Månedligt,Aller Media (DK),Aller Media,Aller Media DK Annonce,,,DK,Fashion,Fashion-engaged women 18-49,B2C,National,Print + Digital,High,,https://www.costume.dk,LIKELY_OK
DK,Hus & Have,Magasin,Bolig/have,8x/år,Aller Media (DK),Aller Media,Aller Media DK Annonce,,,DK,Home & Interior,General consumer,B2C,National,Print + Digital,High,,https://www.husoghave.dk,VERIFIED
DK,I Form (DK),Magasin,Træning/sundhed,Månedligt,Bonnier Publications,Bonnier Publications DK,Bonnier Publications DK Annonce,Original I Form,70000,DK,Health & Fitness,General consumer,B2C,National,Print + Digital,High,circulation-reported,https://iform.dk,VERIFIED
DK,Anderledes,Magasin,Livsstil,Periodisk,Aller Media (DK),Aller Media,Aller Media DK Annonce,,,DK,Women's Lifestyle,Women,B2C,National,Print + Digital,Medium,,https://www.aller.dk,VERIFIED
DK,Q Magasinet,Magasin,Kvinde 50+,Månedligt,Aller Media (DK),Aller Media,Aller Media DK Annonce,,,DK,Seniors 55+,Adults 55+,B2C,National,Print + Digital,Medium,,https://www.q.dk,LIKELY_OK
DK,ALT for Damerne,Magasin,Kvinde/livsstil,Ugentligt,Egmont Publishing,Egmont,Egmont Publishing DK Annonce,Fra 1946,50000,DK,Women's Lifestyle,Women 25-54,B2C,National,Print + Digital,High,circulation-reported,https://www.alt.dk,VERIFIED
DK,Eurowoman,Magasin,Mode,Månedligt,Egmont Publishing,Egmont,Egmont Publishing DK Annonce,DK's mest læste modemagasin,40000,DK,Fashion,Fashion-engaged women 18-49,B2C,National,Print + Digital,Medium,circulation-reported,https://www.eurowoman.dk,VERIFIED
DK,Euroman,Magasin,Mand/livsstil,Månedligt,Egmont Publishing,Egmont,Egmont Publishing DK Annonce,,,DK,Men's Lifestyle,General consumer,B2C,National,Print + Digital,Medium,,https://www.euroman.dk,VERIFIED
DK,RUM,Magasin,Interiør,Månedligt,Egmont Publishing,Egmont,Egmont Publishing DK Annonce,,,DK,Home & Interior,General consumer,B2C,National,Print + Digital,Medium,,https://www.rummag.com,UNVERIFIED
DK,BoligLiv,Magasin,Bolig,Månedligt,Egmont Publishing,Egmont,Egmont Publishing DK Annonce,,,DK,Home & Interior,General consumer,B2C,National,Print + Digital,High,,https://www.boligliv.dk,VERIFIED
DK,fit living,Magasin,Træning/sundhed,Månedligt,Egmont Publishing,Egmont,Egmont Publishing DK Annonce,,,DK,Health & Fitness,General consumer,B2C,National,Print + Digital,High,,https://www.fitliving.dk,LIKELY_OK
DK,Gastro,Magasin,Mad/vin,8x/år,Egmont Publishing,Egmont,Egmont Publishing DK Annonce,,,DK,Food & Drink,General consumer,B2C,National,Print + Digital,High,,https://www.gastro.dk,VERIFIED
DK,Vores Børn,Magasin,Forældre/børn,Månedligt,Egmont Publishing,Egmont,Egmont Publishing DK Annonce,,,DK,Family & Parenting,Parents of young children,B2C,National,Print + Digital,Medium,,https://www.voresboern.dk,VERIFIED
DK,GRAVID,Magasin,Forældre,6x/år,Egmont Publishing,Egmont,Egmont Publishing DK Annonce,,,DK,Family & Parenting,General consumer,B2C,National,Print + Digital,Medium,,https://www.gravid.dk,VERIFIED
DK,Hendes Verden,Magasin,Kvinde/livsstil,Ugentligt,Egmont Publishing,Egmont,Egmont Publishing DK Annonce,,50000,DK,Women's Lifestyle,Women 25-54,B2C,National,Print + Digital,Medium,circulation-reported,https://www.hendesverden.dk,VERIFIED
DK,HER&NU,Magasin,Sladder/kjendis,Ugentligt,Egmont Publishing,Egmont,Egmont Publishing DK Annonce,,60000,DK,Celebrity & Gossip,Celebrity & royal followers,B2C,National,Print + Digital,High,circulation-reported,https://www.hernu.dk,LIKELY_OK
DK,Anders And & Co.,Magasin,Tegneserie/børn,Ugentligt,Egmont Publishing,Egmont,Egmont Publishing DK Annonce,"Donald Duck DK, fra 1949",65000,DK,Children – Comics & TV,Children (3-12),B2C,National,Print + Digital,Low,circulation-reported,https://www.andersand.dk,VERIFIED
DK,Anders And Junior,Magasin,Børn,Månedligt,Egmont Publishing,Egmont,Egmont Publishing DK Annonce,,,DK,Children – Comics & TV,Children (3-12),B2C,National,Print + Digital,Low,,https://www.andersand.dk,VERIFIED
DK,Anders And Spar Sjov,Magasin,Børn,Kvartalsvis,Egmont Publishing,Egmont,Egmont Publishing DK Annonce,,,DK,Children – Comics & TV,Children (3-12),B2C,National,Print + Digital,Low,,https://www.andersand.dk,VERIFIED
DK,Basserne,Magasin,Tegneserie,Månedligt,Egmont Publishing,Egmont,Egmont Publishing DK Annonce,,,DK,Children – Comics & TV,Children (3-12),B2C,National,Print + Digital,Low,,https://www.egmont.dk,VERIFIED
DK,Bibi & Tina,Magasin,Børn/heste,Månedligt,Egmont Publishing,Egmont,Egmont Publishing DK Annonce,,,DK,Children – Comics & TV,Children (3-12),B2C,National,Print + Digital,Low,,https://www.egmont.dk,VERIFIED
DK,Barbie,Magasin,Børn/piger,Månedligt,Egmont Publishing,Egmont,Egmont Publishing DK Annonce,,,DK,Children – Comics & TV,Children (3-12),B2C,National,Print + Digital,Low,,https://www.egmont.dk,VERIFIED
DK,Pixiline,Magasin,Børn,Månedligt,Egmont Publishing,Egmont,Egmont Publishing DK Annonce,,,DK,Children – Comics & TV,Children (3-12),B2C,National,Print + Digital,Low,,https://www.egmont.dk,VERIFIED
DK,Disney Magasinet,Magasin,Børn,Månedligt,Egmont Publishing,Egmont,Egmont Publishing DK Annonce,,,DK,Children – Comics & TV,Children (3-12),B2C,National,Print + Digital,Low,,https://www.egmont.dk,VERIFIED
DK,Mickey Mouse Magasinet,Magasin,Børn,Månedligt,Egmont Publishing,Egmont,Egmont Publishing DK Annonce,,,DK,Children & Kids,General consumer,B2C,National,Print + Digital,Medium,,https://www.egmont.dk,VERIFIED
DK,Star Wars Magasinet,Magasin,Tegneserie/børn,Månedligt,Egmont Publishing,Egmont,Egmont Publishing DK Annonce,,,DK,Children – Comics & TV,Children (3-12),B2C,National,Print + Digital,Low,,https://www.egmont.dk,VERIFIED
